State_ab,City,Zip_Code,Lat,Lon,Median,Stdev
VA,Richmond,23233,37.6378184,-77.6862328,116284,90774
VA,Goochland,23063,37.7834823,-78.0433985,70028,67788
VA,Independence,24348,36.6615826,-81.103939,33615,29833
VA,Stanardsville,22973,38.2829422,-78.5251359,37276,50132
VA,Emporia,23847,36.7836335,-77.5615704,23492,28223
VA,Nathalie,24577,36.9399196,-79.0037373,35864,26383
VA,South Boston,24592,36.6681087,-78.7701865,40793,29419
VA,Halifax,24558,36.7282513,-78.9650884,69308,66992
VA,Mechanicsville,23116,37.6821926,-77.4066259,98686,59029
VA,Mechanicsville,23111,37.6213069,-77.3521397,54412,66862
VA,Richmond,23229,37.6101419,-77.5504156,65237,54368
VA,Richmond,23294,37.6182981,-77.5337103,48377,34133
VA,Richmond,23228,37.6118939,-77.4784858,38894,43993
VA,Richmond,23227,37.607383,-77.43221,42501,34135
VA,Richmond,23231,37.5276574,-77.3791744,42545,30152
VA,Sandston,23150,37.5047638,-77.3209152,0,0
VA,Martinsville,24112,36.7214552,-79.8143042,35005,33836
VA,Ridgeway,24148,36.5958286,-79.8536889,28798,26554
VA,Collinsville,24078,36.7863562,-79.9263507,44537,39671
VA,Windsor,23487,36.9345847,-76.7159281,58015,57308
VA,Williamsburg,23187,37.2922417,-76.7412044,46296,59669
VA,West Point,23181,37.570628,-76.7395838,39916,34557
VA,King George,22485,38.2084639,-77.1187473,78401,50647
VA,Kilmarnock,22482,37.6290189,-76.3689488,56378,42086
VA,Dryden,24243,36.7698147,-82.8871441,32547,30639
VA,Jonesville,24263,36.6488262,-83.1060932,18705,28537
VA,Lovettsville,20180,39.2840153,-77.6939516,126348,67204
VA,Waterford,20197,39.1825434,-77.5692964,145378,81139
VA,Leesburg,20176,39.1111887,-77.550885,38960,50961
VA,Aldie,20105,38.9857195,-77.6799069,69316,71484
VA,South Riding,20152,38.9167022,-77.4925559,52723,64944
VA,Mineral,23117,38.03838,-77.9023595,71145,52847
VA,Victoria,23974,37.012911,-78.1703092,37080,31374
VA,Madison,22727,38.3511953,-78.1839242,60198,56256
VA,South Hill,23970,36.7424833,-78.1500442,26717,31174
VA,Skipwith,23968,36.7092624,-78.5569176,35829,28918
VA,Clarksville,23927,36.6066977,-78.649664,54716,27161
VA,Locust Hill,23092,37.5600715,-76.3618832,72096,73161
VA,Blacksburg,24060,37.1948648,-80.4220112,25833,53195
VA,Christiansburg,24073,37.1051012,-80.4223364,57901,58570
VA,Lovingston,22949,37.810372,-78.992099,70779,45360
VA,New Kent,23124,37.4794918,-76.9098239,78535,64025
VA,Machipongo,23405,37.3951406,-75.9207015,34347,43021
VA,Amherst,24521,37.5598094,-79.0357307,52156,44002
VA,Heathsville,22473,37.888232,-76.4349969,53859,48915
VA,Blackstone,23824,37.1423832,-77.9406685,39944,40068
VA,Burkeville,23922,37.1681572,-78.168813,64990,44501
VA,Locust Grove,22508,38.3453335,-77.762583,96455,52711
VA,Gordonsville,22942,38.1937414,-78.2215512,59867,53275
VA,Ararat,24053,36.6302445,-80.4247943,43495,27010
VA,Gretna,24557,37.0084976,-79.2269002,37646,31591
VA,Chatham,24531,36.8062222,-79.5731368,49424,42127
VA,Blairs,24527,36.719052,-79.323164,35071,35729
VA,Dry Fork,24549,36.7066605,-79.5044754,60747,45929
VA,Ringgold,24586,36.6484172,-79.344547,49764,36486
VA,Farmville,23901,37.3049747,-78.4246019,34754,46169
VA,Disputanta,23842,37.1582155,-77.3103155,51298,35733
VA,Manassas,20109,38.7890524,-77.541495,50724,47018
VA,Pulaski,24301,36.9926359,-80.7726323,40012,24917
VA,Warsaw,22572,37.9404002,-76.7727373,35908,40477
VA,Fairfield,24435,37.8412699,-79.2900917,35177,62542
VA,Elkton,22827,38.4097871,-78.6039378,38228,35779
VA,Broadway,22815,38.5880235,-78.8719806,68618,49791
VA,Dayton,22821,38.5431213,-79.0377151,63318,40439
VA,Penn Laird,22846,38.3812694,-78.7591103,65414,46790
VA,Lebanon,24266,36.8762823,-82.078758,56609,35681
VA,Castlewood,24224,36.8851305,-82.2323025,28619,31074
VA,Fort Blackmore,24250,36.7851891,-82.6117836,46395,43618
VA,Gate City,24251,36.6070396,-82.5969844,24070,28776
VA,Chilhowie,24319,36.8013452,-81.6414839,53051,39529
VA,Capron,23829,36.7344567,-77.2529407,0,0
VA,Fredericksburg,22408,38.2496542,-77.4229079,69869,54436
VA,Stafford,22554,38.4206802,-77.3746796,101482,64773
VA,Fredericksburg,22405,38.3629595,-77.4778625,65237,64269
VA,Williamsburg,23135,37.184012,-76.8319908,21206,51223
VA,Bluefield,24605,37.2575209,-81.3101745,42025,31080
VA,Richlands,24614,37.1531138,-81.7280673,45638,66982
VA,Tazewell,24651,37.0976553,-81.3941094,39612,52170
VA,North Tazewell,24630,37.1729181,-81.3874435,55600,55841
VA,Bristol,24202,36.6442016,-82.0770868,51504,71334
VA,Abingdon,24212,36.6658664,-82.0119186,68202,66801
VA,Meadowview,24361,36.7244154,-81.884227,40773,53831
VA,Hague,22469,38.0635775,-76.6434807,32531,31752
VA,Clifton,20124,38.8220549,-77.4259416,175447,68912
VA,Appalachia,24216,36.9336729,-82.8004998,21512,29530
VA,Wise,24293,36.9604857,-82.5539581,53595,57985
VA,Rural Retreat,24368,36.9122291,-81.2043541,44073,48365
VA,Seaford,23696,37.1891188,-76.4210785,87299,57148
VA,Alexandria,22311,38.8237508,-77.1361626,47374,41513
VA,Alexandria,22302,38.8166038,-77.0808815,121631,85425
VA,Chesapeake,23324,36.8112693,-76.2637583,44936,29065
VA,Warrenton,20187,38.6476043,-77.8194688,103778,69896
VA,Covington,24426,37.7940765,-79.9768144,26075,28806
VA,Danville,24540,36.6112668,-79.4043117,23467,19749
VA,Franklin,23851,36.6643888,-76.925715,28547,17150
VA,Fredericksburg,22401,38.3025676,-77.4746207,74803,51434
VA,Hampton,23663,37.0293118,-76.319254,40227,42235
VA,Clear Brook,22624,39.251369,-78.0877255,58058,51732
VA,Lynchburg,24504,37.4049429,-79.1460841,25672,24373
VA,Newport News,23605,37.0159015,-76.4268079,22217,32574
VA,Norfolk,23505,36.9650231,-76.2907359,50881,45020
VA,Norfolk,23529,36.8821639,-76.3067789,22933,46550
VA,Norfolk,23508,36.8859436,-76.2847893,79515,69536
VA,Norfolk,23504,36.8715165,-76.2613186,38608,47645
VA,Norfolk,23510,36.8615855,-76.2765441,39447,26223
VA,Jarratt,23870,36.7986024,-77.4861902,0,0
VA,Norton,24273,36.9315489,-82.625996,18532,31647
VA,Poquoson,23662,37.1477723,-76.3945699,108981,70508
VA,Portsmouth,23702,36.8046487,-76.3259368,39341,26041
VA,Richmond,23219,37.5377967,-77.4404318,22749,21112
VA,Richmond,23221,37.5562421,-77.4855501,56011,57034
VA,Richmond,23226,37.5623969,-77.4977321,72474,73547
VA,Richmond,23218,37.5195829,-77.4740349,27583,37861
VA,Roanoke,24016,37.2618883,-79.947919,34308,45010
VA,Roanoke,24014,37.2326188,-79.9572186,99604,72341
VA,Richmond,23238,37.6286692,-77.5932731,78947,59841
VA,Suffolk,23437,36.6084676,-76.8207346,53842,49726
VA,Richmond,23230,37.6058689,-77.5023315,42216,47877
VA,Virginia Beach,22464,36.7828171,-76.1361586,79280,62563
VA,Bassett,24055,36.7672255,-80.048344,25954,30814
VA,King William,23086,37.811987,-77.1750007,73144,47742
VA,Hamilton,20158,39.0966955,-77.6503433,133062,77784
VA,Shawsville,24162,37.1451923,-80.2565889,36962,45887
VA,Unionville,22567,38.2445273,-77.9774496,63689,54562
VA,Woolwine,24185,36.7657918,-80.2377098,28306,35609
VA,Dumfries,22026,38.6013363,-77.3067295,85342,67997
WA,Lyman,98263,48.52092,-121.994259,39390,34438
WA,Maple Valley,98038,47.411787,-122.005262,89423,67425
WA,Index,98256,47.821305,-121.5559,56616,52720
WA,Keller,99140,48.085189,-118.716364,20511,34164
WA,Kingston,97346,47.801207,-122.499013,47848,47334
WA,Granite Falls,98252,48.052526,-121.988562,67631,38917
WA,Langley,98260,48.033792,-122.40841,51617,58534
WA,Poulsbo,98370,47.810462,-122.652013,72101,51954
WA,Lynden,98264,48.949965,-122.45483,58513,48248
WA,Elma,98541,46.974382,-123.307427,36788,61583
WA,Mead,99021,47.779526,-117.349941,58375,48136
WA,Tacoma,98445,47.173402,-122.412024,40623,35466
WA,Monroe,98272,47.859833,-121.984049,68662,47923
WA,Yakima,98901,46.563815,-120.396744,53290,35685
WA,Newcastle,98059,47.531664,-122.165566,112782,76807
WA,Oroville,98844,48.945633,-119.427178,29204,33823
WA,Port Townsend,98368,48.121839,-122.788754,41472,51203
WA,Forks,98331,47.526341,-124.344762,0,0
WA,Redmond,98052,47.67826,-122.1147,103788,74443
WA,Rockford,99030,47.451224,-117.130863,58143,40340
WA,Roy,98580,46.989944,-122.540977,56808,61730
WA,Seatac,98188,47.44339,-122.298294,45768,45314
WA,Silverdale,98383,47.667733,-122.681851,62036,52264
WA,South Bend,98586,46.669889,-123.801846,30912,32159
WA,Spokane Valley,99216,47.663353,-117.23278,46659,43940
WA,Bellingham,98229,48.720071,-122.348318,75858,51702
WA,Bremerton,98311,47.609576,-122.653182,66172,46242
WA,University Pla,98466,47.215132,-122.547601,57934,59052
WA,Waitsburg,99361,46.269621,-118.149912,46473,52105
WA,Washtucna,99371,46.753989,-118.310482,59151,41552
WA,Oak Harbor,98277,48.34877,-122.653704,28870,18821
WA,Winthrop,98862,48.471927,-120.179027,41192,38026
WA,Gig Harbor,98335,47.303553,-122.652488,88959,66246
WA,Bellingham,98225,48.753442,-122.470179,42833,51188
WA,Bonney Lake,98390,47.199502,-122.163033,83054,58188
WA,Bridgeport,98813,48.006287,-119.673431,36927,29171
WA,Lake Stevens,98258,47.961686,-122.094387,97127,68144
WA,Sequim,98382,48.084166,-123.169679,25578,25813
WA,Centralia,98531,46.723086,-122.969619,36590,37153
WA,Mukilteo,98275,47.962381,-122.352274,55385,57730
WA,Connell,99326,46.662656,-118.840518,48756,43462
WA,Coupeville,98239,48.21693,-122.677549,41594,58078
WA,Omak,98841,48.34513,-119.229901,6819,8597
WA,Port Orchard,98366,47.519284,-122.618323,54243,39479
WA,Ellensburg,98926,47.001204,-120.548001,29794,41087
WA,Federal Way,98003,47.308837,-122.336104,56020,54179
WA,Grand Coulee,99133,47.939588,-119.003526,29646,49765
WA,Anacortes,98221,48.5139077,-122.6243039,51830,51124
WA,Sedro-woolley,98273,48.5208123,-122.2464752,44240,43590
WA,Mount Vernon,98274,48.4070911,-122.2832995,56464,57494
WA,Everett,98201,48.00415,-122.2197294,74124,62200
WA,Everett,98203,47.9447703,-122.235622,65478,57211
WA,Everett,98208,47.8983789,-122.1734933,116769,56270
WA,Lynnwood,98037,47.870649,-122.251008,62980,56699
WA,Edmonds,98020,47.7932357,-122.3490899,70040,59660
WA,Vancouver,98682,45.684575,-122.424069,79324,62403
WA,Bothell,98021,47.7997544,-122.2291906,89817,55108
WA,Snohomish,98296,47.8014758,-122.0715773,116115,71297
WA,N. Lakewood,98259,48.1425085,-122.3422759,81892,54836
WA,Gold Bar,98251,48.0123109,-121.6782609,72539,57138
WA,Stanwood,98292,48.2830295,-122.4109963,0,0
WA,Brush Prairie,98606,45.7225398,-122.5228346,62589,52095
WA,Spokane,99205,47.6929996,-117.4451548,54422,49593
WA,Spokane,99201,47.6668625,-117.4498224,28517,36922
WA,Spokane,99223,47.6224621,-117.3689136,50998,51185
WA,Chattaroy,99003,47.8729026,-117.3798351,76709,57064
WA,Spokane,99208,47.7407727,-117.4218489,61517,42887
WA,Spokane,99212,47.6770916,-117.2834586,38446,38730
WA,Spokane Valley,99206,47.6503225,-117.269864,36691,37439
WA,Otis Orchards,99027,47.7047884,-117.09595,57912,43646
WA,Cheney,99004,47.5020219,-117.6043049,31209,45858
WA,Ridgefield,98642,45.7534052,-122.7001427,98742,71991
WA,Colville,99114,48.5363299,-117.8898282,37242,42223
WA,Olympia,98501,47.0447883,-122.8734533,54810,47439
WA,Olympia,98502,47.0670235,-122.9364012,72267,55557
WA,Lacey,98503,46.9957959,-122.7683928,68804,49920
WA,Lacey,98506,47.0583747,-122.8352518,46988,45755
WA,Rainier,98576,46.8293643,-122.6069969,55008,50259
WA,Walla Walla,99362,46.142704,-118.3602231,58712,55794
WA,Bellingham,98226,48.7647546,-122.3945933,88067,65135
WA,Everson,98247,48.9380168,-122.3043688,58464,49676
WA,Vancouver,98665,45.6722381,-122.6504034,40514,32987
WA,Pullman,99163,46.770873,-117.09969,14985,36114
WA,Yakima,98902,46.6074848,-120.5226786,26764,25454
WA,Union Gap,98903,46.5616817,-120.4803555,30074,31033
WA,Sunnyside,98944,46.3290394,-120.0075187,33016,31084
WA,Naches,98937,46.7106555,-120.6721948,52278,45216
WA,Ritzville,99169,47.1508088,-118.3988155,64584,55534
WA,Othello,99344,46.8328914,-119.1181312,55879,36407
WA,Clarkston,99403,46.3442652,-117.3012796,49495,51774
WA,Vancouver,98662,45.6458379,-122.5818044,53650,46748
WA,West Richland,99353,46.3306489,-119.3359909,69564,49552
WA,Richland,99352,46.2814887,-119.2938376,43994,35035
WA,Kennewick,99336,46.2116469,-119.2604788,72324,65172
WA,Kennewick,99338,46.1645491,-119.3107143,108580,69764
WA,Vancouver,98684,45.6216076,-122.5125594,56279,50088
WA,Kennewick,99337,46.179882,-119.1156189,71373,44543
WA,Prosser,99350,46.2045749,-119.7672865,33324,26469
WA,Wenatchee,98801,47.4488218,-120.3840392,68640,75091
WA,East Wenatchee,98802,47.3204855,-120.2639238,64412,49768
WA,Port Angeles,98363,48.116665,-123.4915638,61654,48993
WA,Port Angeles,98362,48.0792075,-123.4393479,36229,44632
WA,Joyce,98343,48.0710021,-123.3477931,74566,56696
WA,Neah Bay,98357,48.3338551,-124.635404,34361,48942
WA,La Center,98629,45.9010649,-122.6704028,62194,46546
WA,Vancouver,98668,45.7393308,-122.6210146,58880,63318
WA,Battle Ground,98604,45.7909813,-122.5367058,38179,34260
WA,Vancouver,98663,45.6452069,-122.6798974,58910,47796
WA,Washougal,98671,45.6130262,-122.3272285,78932,53943
WA,Camas,98607,45.6200495,-122.4064777,85248,49589
WA,Vancouver,98661,45.6860461,-122.6108035,49051,39328
WA,Dayton,99328,46.2928505,-117.9116345,39319,49885
WA,Vancouver,98664,45.6322569,-122.5876937,49355,49193
WA,Longview,98632,46.1721476,-122.9549844,67312,60552
WA,Kelso,98626,46.127281,-122.9019578,35493,22507
WA,Kalama,98625,46.0301286,-122.7847551,54349,47088
WA,Toutle,98649,46.2507184,-122.4846521,54380,43552
WA,Castle Rock,98611,46.3203752,-122.842564,42176,58553
WA,Mansfield,98830,47.909828,-119.5449568,34172,23260
WA,Pasco,99301,46.2364726,-119.0967532,27643,33882
WA,Moses Lake,98837,47.2696226,-119.1711192,75609,50344
WA,Quincy,98848,47.2361917,-119.8562566,50454,33301
WA,Royal City,99357,46.8123207,-119.7135657,31143,32110
WA,Mccleary,98557,47.0400218,-123.2725012,48937,44741
WA,Cosmopolis,98537,46.9484167,-123.7923125,41873,34600
WA,Aberdeen,98520,46.9885769,-123.8285234,80209,46242
WA,Hoquiam,98550,47.0145337,-123.8554836,45609,48532
WA,Westport,98595,46.8710235,-123.9677143,33945,24193
WA,Camano Island,98282,48.2188252,-122.5145095,88659,58988
WA,Quilcene,98376,47.8392646,-122.9123069,51449,53586
WA,Port Hadlock,98339,48.0630915,-122.7015436,47348,32789
WA,Coulee City,99115,47.6470649,-119.1859597,51282,58176
WA,Seattle,98125,47.7225472,-122.2818937,28154,29112
WA,Seattle,98133,47.7301879,-122.3518014,32191,41597
WA,Seattle,98117,47.6946324,-122.3949744,98874,59214
WA,Seattle,98115,47.695331,-122.3108025,99406,61618
WA,Seattle,98107,47.6753292,-122.4022854,47781,65733
WA,Seattle,98105,47.6595705,-122.3235185,15236,47418
WA,Seattle,98195,47.6540399,-122.3012544,0,0
WA,Seattle,98119,47.6353633,-122.3802928,72089,74883
WA,Seattle,98112,47.63214,-122.2775439,124800,92754
WA,Seattle,98109,47.6286171,-122.3329766,88935,63314
WA,Seattle,98122,47.6187608,-122.3244188,34055,50334
WA,Seattle,98124,47.6058683,-122.3393353,106025,72489
WA,Seattle,98144,47.5881924,-122.3098671,44364,53282
WA,Seattle,98108,47.5673069,-122.3043618,37840,63549
WA,Seattle,98126,47.5468041,-122.3730302,24564,50270
WA,Shoreline,98177,47.7716683,-122.3633594,84026,71723
WA,Lake Forest Park,98155,47.7695105,-122.2970266,61127,51137
WA,Kenmore,98028,47.7642062,-122.2352197,103515,54935
WA,Bothell,98011,47.7657511,-122.1963978,102308,59820
WA,Kirkland,98034,47.7229334,-122.1616152,69439,72900
WA,Kirkland,98033,47.7043393,-122.1992667,110508,72915
WA,Bellevue,98005,47.646431,-122.1532208,178192,85409
WA,Bellevue,98008,47.5972745,-122.1103216,69855,65359
WA,Mercer Island,98040,47.5901123,-122.245844,179176,85898
WA,Newcastle,98056,47.5396112,-122.1898817,94670,64280
WA,Bellevue,98006,47.5653697,-122.1337183,146322,75696
WA,Renton,98058,47.4503896,-122.178457,67456,41056
WA,Renton,98055,47.4550034,-122.2107374,73740,66545
WA,Tukwila,98168,47.4867948,-122.2813197,33638,45302
WA,Burien,98166,47.4638936,-122.3478454,34873,50932
WA,Seatac,98198,47.4249416,-122.2880021,35505,32126
WA,Kent,98031,47.3955305,-122.2160422,96477,66069
WA,Kent,98030,47.3763084,-122.2063943,60133,38509
WA,Kent,98032,47.3605761,-122.2678699,49001,49582
WA,Auburn,98001,47.3240587,-122.282336,81652,45993
WA,Auburn,98002,47.3069144,-122.2074969,56670,42972
WA,Kent,98042,47.331213,-122.0859477,67251,55377
WA,Black Diamond,98010,47.3232517,-122.0465811,69321,81470
WA,Sammamish,98075,47.5954515,-122.0694737,117977,79916
WA,Woodinville,98077,47.7580051,-122.0907595,198722,85404
WA,Snoqualmie,98065,47.5350747,-121.8783343,128361,64131
WA,Bremerton,98310,47.5971819,-122.6482136,69831,50705
WA,Bremerton,98312,47.591731,-122.67488,56228,41499
WA,Kingston,98346,47.8201679,-122.5111812,61849,52490
WA,Bainbridge Island,98110,47.6852821,-122.5277093,88625,83824
WA,Port Orchard,98367,47.4303863,-122.7206306,71946,61266
WA,Suquamish,98392,47.7321188,-122.5802904,79544,53393
WA,Goldendale,98620,45.9059271,-120.5528578,55272,50704
WA,Trout Lake,98650,45.8749299,-121.4786823,63329,53478
WA,Chehalis,98532,46.6688717,-122.9267247,33063,38614
WA,Onalaska,98570,46.5126651,-122.7287697,60348,50946
WA,Curtis,98538,46.5109989,-123.1649688,46423,40706
WA,Morton,98356,46.6702665,-122.289677,46393,45159
WA,Davenport,99122,47.6505946,-118.1579556,59609,54666
WA,Shelton,98584,47.3333185,-123.1575681,35176,37366
WA,Nespelem,99155,48.2528216,-118.9373206,25512,33710
WA,Tonasket,98855,48.7873839,-119.3068549,23460,26977
WA,Brewster,98812,48.197529,-119.8475182,71667,59571
WA,Ocean Park,98640,46.5827228,-124.0272568,33080,27390
WA,Newport,99156,48.1985341,-117.1089562,27133,26491
WA,Tacoma,98407,47.306805,-122.5268439,67720,61295
WA,Tacoma,98403,47.275214,-122.4746683,105361,79980
WA,Tacoma,98406,47.261373,-122.4785267,71255,49923
WA,Tacoma,98404,47.2293124,-122.4184094,40756,26607
WA,Tacoma,98409,47.2203846,-122.4773836,39678,37831
WA,Tacoma,98444,47.175075,-122.4516642,38191,49425
WA,Buckley,98321,47.1424677,-122.1276898,52388,39321
WA,Milton,98354,47.2489124,-122.3177058,56684,46897
WA,Puyallup,98373,47.1661273,-122.323965,44138,40334
WA,Tacoma,98446,47.1240725,-122.3793226,82405,61832
WA,Spanaway,98387,47.0618192,-122.3511337,75536,48364
WA,Lakewood,98499,47.1783805,-122.4746903,35379,25224
WA,Gig Harbor,98332,47.3769849,-122.5993723,50192,58746
WA,Vaughn,98394,47.3762038,-122.7506193,56118,57408
WA,Dupont,98327,47.1039087,-122.6651308,71872,56854
WA,Lakewood,98439,47.1060657,-122.5398907,0,0
WA,Eatonville,98328,46.8987783,-122.4184454,66560,55412
WA,Graham,98338,47.0222499,-122.3221289,55663,48539
WA,Puyallup,98372,47.1839926,-122.2645159,67215,56987
WA,Tacoma,98424,47.2287315,-122.3450761,57106,40089
WA,Tacoma,98422,47.2791894,-122.3721534,70717,40578
WA,Eastsound,98245,48.6419778,-122.890388,45658,59796
WA,Lopez Island,98261,48.3526881,-123.0563093,0,0
WA,Edison,98232,48.5766605,-122.3897018,61871,64113
WA,Burlington,98233,48.4662776,-122.3422279,32038,35499
WA,Cook,98605,45.7498344,-121.6856841,49298,48271
WA,Stehekin,98852,48.0774396,-120.5179641,50720,43751
WA,Mill Creek,98012,47.8673814,-122.225181,56297,43374
WA,Everett,98204,47.9016434,-122.2302099,39404,34430
WA,Mtlk Terrace,98043,47.7839904,-122.3071252,47456,44962
WA,Lynnwood,98036,47.8207658,-122.3264368,51415,61608
WA,Snohomish,98290,47.8662947,-122.1319588,96231,68495
WA,Sultan,98294,47.8667826,-121.8246435,64957,40952
WA,Spokane,99207,47.7078414,-117.3870149,28251,18454
WA,Spokane,99202,47.6468228,-117.3541678,52186,39060
WA,Spokane,99204,47.6492994,-117.4146338,33085,33040
WA,Spokane,99218,47.7668478,-117.4170598,36236,47023
WA,Spokane,99217,47.7409943,-117.3331074,32024,29871
WA,Spokane Valley,99037,47.6424471,-117.207381,42995,43068
WA,Medical Lake,99022,47.5437083,-117.6671308,39118,52934
WA,Hunters,99137,48.1838483,-118.1229472,45380,39092
WA,Olympia,98512,46.9919848,-122.9718376,56503,47258
WA,Lacey,98513,46.9976109,-122.8323195,60216,45713
WA,Littlerock,98556,46.9372189,-122.9755025,73624,50042
WA,Yelm,98597,46.9564727,-122.7168816,88809,50494
WA,Tenino,98589,46.815339,-122.820482,34177,39179
WA,Steilacoom,98388,47.1433154,-122.7741173,0,0
WA,College Place,99324,46.046617,-118.3804964,45234,41597
WA,Blaine,98230,48.9734601,-122.669566,45430,48092
WA,Ferndale,98248,48.8653072,-122.524321,71344,61407
WA,Garfield,99130,47.0072625,-117.2167066,57792,37680
WA,Saint John,99171,47.0967659,-117.623579,34561,36803
WA,Selah,98942,46.6467921,-120.5410036,42944,55813
WA,Port Orchard,98359,47.4150138,-122.5864467,56847,55667
WA,Ellensburg,98936,46.9813794,-120.5169286,36342,52220
WA,Harrington,99134,47.397694,-118.3662834,40411,49643
WA,Tacoma,98418,47.2276734,-122.4341708,28270,58571
WA,Tacoma,98408,47.1974147,-122.45178,51372,44935
WA,Wilkeson,98396,47.1095713,-122.0921198,81787,54402
WA,Lake Tapps,98391,47.239506,-122.166015,96318,57853
WA,Ashford,98304,46.8396447,-122.1317883,51069,48525
WV,Beckley,25801,37.773148,-81.16155,33636,49099
WV,Wheeling,26003,40.044377,-80.688097,64387,53170
WV,Williamstown,26187,39.368841,-81.488366,57866,58332
WV,Brenton,24818,37.601252,-81.636284,15313,9616
WV,Burnsville,26335,38.855517,-80.652732,31213,37401
WV,Belle,25015,38.222882,-81.536202,41165,34484
WV,Bud,24716,37.490744,-81.319712,25897,11057
WV,Dailey,26259,38.796868,-79.896746,13519,11772
WV,Dunbar,25064,38.369527,-81.736107,41293,42153
WV,Ellenboro,26346,39.270009,-81.055655,35180,39823
WV,Richwood,26261,38.229924,-80.581036,33056,22852
WV,Flemington,26347,39.23387,-80.127724,64516,35589
WV,Glen Fork,25845,37.701278,-81.538301,48246,34193
WV,Levels,25431,39.521597,-78.63535,22237,24828
WV,Harts,25524,38.047093,-82.12933,35798,36902
WV,Mill Creek,26280,38.713804,-79.976621,29333,20184
WV,Kenova,25530,38.402741,-82.581855,31948,29773
WV,Matoaka,24736,37.422771,-81.196733,37552,49511
WV,Lumberport,26386,39.374162,-80.348328,38695,45061
WV,Marmet,25315,38.245726,-81.575407,36099,43552
WV,Charles Town,25414,39.303207,-77.98093,43909,56810
WV,Belington,26250,39.067254,-79.814322,59130,41711
WV,Tunnelton,26444,39.388852,-79.853601,46843,35695
WV,Nutter Fort,26301,39.260356,-80.326522,39180,47565
WV,Parkersburg,26101,39.261353,-81.543376,32114,39028
WV,Pratt,25162,38.207558,-81.387342,45840,46753
WV,Charleston Wv,25305,38.281628,-81.565351,26770,36006
WV,St. Albans,25177,38.377616,-81.819251,44107,48425
WV,South Charleston,25309,38.348914,-81.706462,46789,50019
WV,Omar,25638,37.78681,-81.984432,23474,42718
WV,War,24892,37.309985,-81.676251,20245,30344
WV,Whitesville,25209,37.979575,-81.534642,19441,49977
WV,Martinsburg,25404,39.4726926,-77.8813447,59494,48855
WV,Augusta,26704,39.1875044,-78.5690004,24199,34605
WV,Charleston,25301,38.3526054,-81.6353564,18272,41871
WV,Charleston,25312,38.3403139,-81.6214921,31788,61603
WV,Charleston,25304,38.3036699,-81.6087585,69333,84282
WV,Charleston,25314,38.3423176,-81.6464873,69283,61429
WV,Charleston,25313,38.4086689,-81.7435273,35825,60564
WV,Sissonville,25320,38.4495763,-81.6203428,36771,34892
WV,Clendenin,25045,38.4474832,-81.3293222,38044,45613
WV,Baker,26801,38.9734115,-78.8269154,37277,43470
WV,Miami,25134,38.1365031,-81.5268339,47172,34295
WV,South Charleston,25303,38.3662077,-81.6964527,30587,39729
WV,Weston,26452,39.0484936,-80.4339069,35531,45637
WV,Alum Creek,25003,38.2422339,-81.8982441,41120,49592
WV,Branchland,25506,38.1922765,-82.2032678,32277,24568
WV,Accoville,25606,37.8168497,-81.8494153,34486,38659
WV,Bradshaw,24817,37.3348997,-81.8354175,21985,32055
WV,Fairmont,26554,39.4731025,-80.1524575,34702,56801
WV,Barrackville,26559,39.5152187,-80.1977472,44709,40384
WV,Shinnston,26431,39.3925941,-80.2985808,47808,47698
WV,Mannington,26582,39.5739818,-80.3523891,35672,44863
WV,Mcmechen,26040,39.9885213,-80.7159635,39038,38167
WV,Powhatan Point,43942,39.8188545,-80.7563232,54619,24461
WV,Point Pleasant,25550,38.879282,-82.1207521,34686,30789
WV,Spanishburg,25922,37.5151009,-81.1627018,22289,21114
WV,Princeton,24739,37.3967175,-81.0712805,36168,37684
WV,Princeton,24740,37.3630123,-81.1543375,33504,53705
WV,Shepherdstown,25443,39.4556043,-77.8307772,82502,59847
WV,Bluefield,24701,37.263303,-81.197559,23971,40644
WV,New Creek,26743,39.3730798,-79.0310138,17453,43384
WV,Warfield,41267,37.872789,-82.3212028,37583,43236
WV,Gilbert,25621,37.5976514,-81.8838589,32925,25942
WV,Morgantown,26505,39.6368082,-79.9485069,19982,49208
WV,Morgantown,26501,39.6246287,-79.9493212,83792,76273
WV,Harpers Ferry,25425,39.2934605,-77.7916894,55095,57987
WV,Morgantown,26508,39.6763819,-79.8009204,48440,36975
WV,Union,24983,37.5777595,-80.6230295,27797,45832
WV,Berkeley Springs,25411,39.6585368,-78.2181956,40677,55008
WV,Birch River,26610,38.4341962,-80.7631368,38804,32412
WV,Craigsville,26205,38.3297295,-80.6715847,43704,18372
WV,Charleston,25302,38.3661322,-81.6600896,23298,29720
WV,Dallas,26036,40.0492117,-80.5720945,53045,46936
WV,Franklin,26807,38.6744501,-79.3406175,37069,58258
WV,Belmont,26134,39.3493725,-81.2523067,43709,50883
WV,Hillsboro,24946,38.1889613,-80.2060487,43919,33654
WV,Kingwood,26537,39.4781178,-79.7090656,37044,29464
WV,Buffalo,25033,38.5988419,-81.9262296,45161,28023
WV,Winfield,25213,38.4879111,-81.8792363,51849,52298
WV,Hurricane,25526,38.4181171,-81.9371763,66884,38370
WV,Mabscott,25871,37.7592198,-81.2024632,40861,47810
WV,Crab Orchard,25827,37.7540705,-81.2515014,36537,30372
